id,ts_ms,session,open,high,low,close,volume,bar_delta,cvd_slope,obi_l5,dz,vr,stacked_imb,absorption,thin_above,thin_below,bid_wall,ask_wall,vpin,oi_momentum,vwap,regime,atr,operative,symbol,asian_high,asian_low,prev_day_high,prev_day_low,swing_high_50,swing_low_50,equal_high,equal_low,obi_fast,obi_slow,liq_ratio,spread_ticks,cvd_divergence,sweep_confirmed,obi_l10,obi_l20,datetime_utc
141273,1778749380000,London,673.29,673.34,673.14,673.14,263.14,-35.98,,,,0.8069,,,,,,,,,671.264,,0.290058,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:03:00
141274,1778749440000,London,673.14,673.15,672.89,672.89,281.86,-202.92,,,,0.8816,,,,,,,,,671.266,,0.287911,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:04:00
42731,1778749500000,London,672.89,672.92,672.05,672.1,1459.91,-442.47,,,,1.0356,,,,,,,,,671.268,,0.975593,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:05:00
141275,1778749500000,London,672.89,672.92,672.82,672.92,245.81,96.81,,,,0.7795,,,,,,,,,671.268,,0.274488,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:05:00
141276,1778749560000,London,672.91,672.91,672.83,672.89,233.4,-122.3,,,,0.8797,,,,,,,,,671.27,,0.261311,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:06:00
141277,1778749620000,London,672.9,672.9,672.41,672.45,210.85,-67.89,,,,0.8171,,,,,,,,,671.272,,0.277646,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:07:00
141278,1778749680000,London,672.45,672.46,672.34,672.35,43.96,-17.06,,,,0.1788,,,,,,,,,671.272,,0.266385,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:08:00
141279,1778749740000,London,672.34,672.6,672.05,672.1,725.89,-332.03,,,,2.8088,,,,,,,,,671.276,,0.286643,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:09:00
42732,1778749800000,London,672.1,672.62,671.6,671.95,3335.68,1214.7,,,,2.2339,,,,,,,,,671.281,,0.978765,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:10:00
141280,1778749800000,London,672.1,672.62,671.6,671.89,2459.92,1201.6,,,,7.4474,,,,,,,,,671.285,,0.339026,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:10:00
141281,1778749860000,London,671.88,671.97,671.8,671.87,349.22,-35.1,,,,1.0579,,,,,,,,,671.286,,0.326953,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:11:00
141282,1778749920000,London,671.86,672.32,671.84,672.3,172.26,148.62,,,,0.5216,,,,,,,,,671.287,,0.337885,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:12:00
141283,1778749980000,London,672.31,672.31,672.1,672.11,119.27,-5.63,,,,0.3729,,,,,,,,,671.287,,0.32875,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:13:00
141284,1778750040000,London,672.1,672.1,671.94,671.95,235.01,-94.79,,,,0.7442,,,,,,,,,671.288,,0.317411,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:14:00
42733,1778750100000,London,671.95,672.37,671.75,672.37,1421.02,-223.02,,,,0.9553,,,,,,,,,671.288,,0.953139,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:15:00
141285,1778750100000,London,671.95,672,671.8,671.94,189.62,67.24,,,,0.5964,,,,,,,,,671.289,,0.309024,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:15:00
141286,1778750160000,London,671.94,672,671.75,671.9,297.35,131.67,,,,0.9237,,,,,,,,,671.29,,0.304808,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:16:00
141287,1778750220000,London,671.9,672.21,671.9,672.2,143.96,72.74,,,,0.4661,,,,,,,,,671.29,,0.305179,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:17:00
141288,1778750280000,London,672.21,672.27,672.12,672.12,229.93,-158.13,,,,0.7418,,,,,,,,,671.291,,0.294095,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:18:00
141289,1778750340000,London,672.12,672.37,671.78,672.37,560.16,-336.54,,,,1.7483,,,,,,,,,671.294,,0.315231,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:19:00
42734,1778750400000,London,672.37,672.76,672.1,672.1,626.3,170.7,,,,0.428,,,,,,,,,671.291,,0.932201,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:20:00
141290,1778750400000,London,672.37,672.63,672.28,672.63,167.45,135.93,,,,0.5242,,,,,,,,,671.295,,0.317714,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:20:00
141291,1778750460000,London,672.63,672.64,672.59,672.6,65.88,3.24,,,,0.2077,,,,,,,,,671.295,,0.298592,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:21:00
141292,1778750520000,London,672.6,672.76,672.58,672.61,183.22,123.24,,,,0.5767,,,,,,,,,671.297,,0.290121,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:22:00
141293,1778750580000,London,672.61,672.61,672.45,672.45,120.29,-80.57,,,,0.3805,,,,,,,,,671.297,,0.280827,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:23:00
141294,1778750640000,London,672.44,672.45,672.1,672.1,89.46,-11.14,,,,0.2881,,,,,,,,,671.298,,0.285768,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:24:00
