ts_ms,spike_ts,direction,session,entry,stop,target,spk_dz,spk_vr,exit,result_r,m_taker,m_oi_d,m_tt
1704601080000,1704600840000,Long,Asia,43920.7,43847.09424,44067.911519999994,-7.082600681069521,3.2959394592290034,TARGET,2.0,0.67958488,-36.85000000000582,1.24989765
1704607500000,1704607020000,Long,Asia,43908.0,43797.9336,44128.13280000001,-5.795124874697956,9.136538860951026,TARGET,2.0,1.10169324,1.4909999999945285,1.24589779
1704616260000,1704616200000,Short,London,44131.1,44196.82919999999,43999.64160000001,5.598989630501817,3.459089508663311,TARGET,2.0,1.53008264,79.64700000001176,1.23854457
1704621300000,1704621120000,Long,London,43930.0,43857.985519999995,44074.02896000001,-3.7994014472491187,4.250593353049829,TARGET,2.0,1.59598186,16.46799999999348,1.23904541
1704626580000,1704626220000,Short,London,43965.3,44050.01184,43795.87632000001,0.00400303636609452,3.64648891808468,STOP,-1.0,1.82071902,-17.521999999997206,1.23287091
1704629160000,1704629100000,Long,London,44006.9,43920.8352,44179.0296,-1.51699418064297,1.5693400299799765,TARGET,2.0,0.34895021,-41.29099999999744,1.23498971
1704634740000,1704634320000,Long,LondonNY,44353.4,44259.564,44541.07200000001,3.865358254367522,1.502863785032425,STOP,-1.0,1.26070069,337.5369999999966,1.24416307
1704660060000,1704659880000,Long,NewYork,44163.6,44100.39144,44290.01712,3.1852868869923796,1.6827478627245078,STOP,-1.0,0.41808491,-6.010999999998603,1.24544119
1704661200000,1704661140000,Long,NewYork,44118.4,44064.72,44225.76,1.2283155493950277,3.512618122983782,TARGET,2.0,0.39100335,-94.66899999999441,1.24148927
1704661740000,1704661500000,Short,NewYork,44149.8,44207.037359999995,44035.32528000002,3.949110500583172,2.726324117673292,STOP,-1.0,1.39822613,5.605999999999767,1.24089086
1704665340000,1704665220000,Long,Asia,44148.5,44083.10528,44279.28943999999,0.991711614994662,1.7334446175811122,STOP,-1.0,0.80619812,-5.427999999999884,1.23792609
1704670440000,1704670380000,Long,Asia,43715.7,43617.0784,43912.943199999994,-4.827688096223197,4.401310310031862,STOP,-1.0,0.9860829,-146.18400000000838,1.23014594
1704670740000,1704670620000,Short,Asia,43733.2,43900.092,43399.416,-3.0334779325649652,3.5785005520873714,STOP,-1.0,0.72057559,-353.1469999999972,1.23208104
1704671580000,1704670980000,Long,Asia,43830.0,43584.6044,44320.79120000001,-7.737668109698281,4.429855208869964,TIMEOUT,0.0,1.40533046,-33.07399999999325,1.22797454
1704680280000,1704680160000,Long,Asia,43678.0,43597.0944,43839.8112,-2.4306993127008014,1.9852910398330836,STOP,-1.0,0.73865059,11.236000000004424,1.22454074
1704690540000,1704690480000,Short,Asia,43602.1,43654.29552,43497.708959999996,2.5990312099319355,2.0684883900661704,TARGET,2.0,0.57653508,-2.5060000000084983,1.223239
1704694260000,1704694080000,Short,Asia,43604.2,43696.02888,43420.542239999995,2.9971435820329115,3.3768586095346858,STOP,-1.0,0.64362169,-17.73300000000745,1.22580849
1704706800000,1704706620000,Long,London,43854.0,43744.976,44072.047999999995,1.8162278511931627,1.8266683856902104,STOP,-1.0,0.89272487,50.81900000000314,1.2401484
1704716160000,1704715920000,Short,London,44954.2,45093.64607999999,44675.30784000001,5.2978513275743255,1.9660943673703408,TARGET,2.0,0.82448567,644.3260000000009,1.24022149
1704725400000,1704725340000,Long,LondonNY,44958.6,44858.0848,45159.6304,10.0,3.3881408209423727,STOP,-1.0,1.17746161,83.98400000001129,1.23152218
1704747780000,1704747660000,Long,NewYork,46790.5,46628.76712,47113.96576000001,10.0,2.761401744888762,TARGET,2.0,0.791001,83.0509999999922,1.30009788
1704754920000,1704754800000,Long,Asia,46995.6,46914.938,47156.92399999999,10.0,2.6024416399854853,STOP,-1.0,1.88954488,16.444000000003143,1.31465995
1704755820000,1704755400000,Short,Asia,46989.7,47144.78567999999,46679.528640000004,10.0,2.333594506743578,STOP,-1.0,1.7585309,35.02700000000186,1.313226
1704759360000,1704759300000,Short,Asia,47110.6,47211.2388,46909.3224,1.3469463820071543,3.4283065415664122,TARGET,2.0,1.19500092,45.12599999998929,1.32015512
1704764820000,1704764520000,Long,Asia,46482.5,46308.12383999999,46831.252320000014,-4.746445615078593,1.906951005116893,TARGET,2.0,1.09944041,165.45400000001246,1.31514491
1704770760000,1704770520000,Long,Asia,46942.6,46781.14512,47265.50975999999,5.356277812712948,1.62324247522735,STOP,-1.0,0.90730016,5.786999999996624,1.33310176
1704779340000,1704778860000,Long,Asia,46716.2,46612.68,46923.23999999999,-2.83830438826876,1.9914973633946356,TARGET,2.0,0.98730934,-28.254000000000815,1.32905841
1704786660000,1704786180000,Long,Asia,46895.0,46757.564,47169.872,2.518946574592968,2.2191690343728885,STOP,-1.0,0.81174763,-5.282000000006519,1.34838984
1704794220000,1704793680000,Long,London,46505.1,46435.42192,46644.456159999994,-4.048495658925654,1.6564331863010227,TARGET,2.0,0.98198929,-39.46700000000419,1.33727619
1704800940000,1704800460000,Long,London,46556.3,46412.84,46843.220000000016,-5.411426440295316,1.572726854522668,TARGET,2.0,0.62756175,18.145000000004075,1.33786073
1704812160000,1704812100000,Long,LondonNY,46606.1,46512.76,46792.77999999999,-1.169393902120046,2.592590812536043,STOP,-1.0,1.26041657,105.80599999999686,1.36421704
1704817200000,1704816660000,Short,LondonNY,46821.1,46990.162079999995,46482.97584000001,7.4692720633520775,2.43671054074146,TIMEOUT,0.0,0.93336357,-24.49100000000908,1.35475534
1704819660000,1704819360000,Short,NewYork,46838.7,46986.95952,46542.18096,8.293268630476206,1.672503564756048,TARGET,2.0,2.01545402,-51.36800000000221,1.3425664
1704820920000,1704820500000,Long,NewYork,46814.9,46692.1164,47060.46720000001,2.2881738083589322,1.6112400399648774,STOP,-1.0,0.86457295,-34.397999999986496,1.33687598
1704827880000,1704827400000,Long,NewYork,46697.5,46533.443439999995,47025.61312000001,-1.647969732232063,2.2067447794095574,TARGET,2.0,0.60097034,-15.888999999995576,1.34114703
1704830640000,1704830460000,Short,NewYork,46874.0,46974.5496,46672.9008,5.051085210251072,3.5515583933264776,TARGET,2.0,0.98698315,51.12700000000768,1.33876818
1704834000000,1704833640000,Long,NewYork,46690.7,46582.80392,46906.492159999994,-0.3821349051333229,2.5520751534227375,TARGET,2.0,1.2761358,19.595999999990454,1.3372558
1704834900000,1704834660000,Short,NewYork,46737.9,47678.111999999994,44857.47600000002,4.473956922074492,27.557467185631243,TARGET,2.0,0.69723712,-1.1739999999990687,1.33766176
1704848340000,1704848100000,Short,Asia,45863.9,46218.14495999999,45155.41008000002,0.19374410373948556,5.714184080085529,TIMEOUT,0.0,1.41910311,-21.053999999989173,1.35507273
1704857760000,1704857640000,Long,Asia,46174.1,46067.116799999996,46388.0664,7.9727006783099545,1.8986963029236228,STOP,-1.0,1.64621259,91.75,1.35837785
1704861180000,1704861120000,Long,Asia,46072.0,46014.05928,46187.88144,2.2831378120031682,3.614048582282792,STOP,-1.0,0.5712192,-36.49499999999534,1.3577606
1704862680000,1704862620000,Long,Asia,45976.8,45913.24,46103.92000000001,-0.6584165895228458,2.9388050290587517,STOP,-1.0,0.45417455,-150.36299999999756,1.35579209
1704868260000,1704867660000,Short,Asia,45932.0,46096.848,45602.304000000004,1.9811090314333422,4.575083907206456,TIMEOUT,0.0,1.70331861,1.9570000000094296,1.35492966
1704875580000,1704875460000,Long,London,45733.9,45630.66624,45940.36752000001,-7.846749738403698,5.1841095928652,STOP,-1.0,0.4987318,19.122999999992317,1.35747624
1704876300000,1704876180000,Long,London,45668.6,45596.4936,45812.81279999999,-6.503159247088452,3.338446017717483,STOP,-1.0,0.67892358,11.244000000006054,1.36165026
1704876780000,1704876720000,Long,London,45596.3,45493.17632,45802.54736000001,-7.314429168399972,2.239483017114004,STOP,-1.0,0.59312862,-128.8130000000092,1.35760166
1704887760000,1704887520000,Long,London,45455.6,45316.81752,45733.16496,-9.949691371517684,6.14081128704226,STOP,-1.0,1.85196321,-50.169999999998254,1.33503243
1704913680000,1704913560000,Short,NewYork,46220.0,46757.47607999999,45145.047840000014,10.0,3.743666557456463,TARGET,2.0,1.07849024,41.53299999999581,1.30098063
1704936960000,1704936840000,Long,Asia,46591.1,46525.15008,46722.99984,0.9747007540968485,1.5373754552003838,STOP,-1.0,1.27678161,-31.40800000001036,1.25959123
