bar_ts,side,lvl,atr,r,oos,kind,regime,n_m15,last_m15_h,n_h1,last_h1_h,n_h4,last_h4_h,bounce_h1,bounce_h4,zona
1773836100000,long,72700.0,258.13602413186277,-1.3528349610529733,True,H5,chop,3,0.25,1,1.25,7,1.0625,0,4,agotada
1773864900000,long,70710.0,359.1030561389329,0.48045829318720285,True,H5,chop,4,0.25,3,1.25,2,1.0625,2,1,fresca
1773924300000,short,69620.0,265.96316401070555,2.475455420789228,True,H5,chop,96,0.25,47,1.75,19,1.1875,0,0,agotada
1773933300000,short,69680.0,382.4744818731965,-1.1698856848146642,True,H5,trend,94,0.25,47,1.25,19,1.8125,4,1,agotada
1774016100000,long,69770.0,315.31368941282057,-1.2331589709152104,True,H5,chop,30,0.25,16,1.25,6,3.5625,10,6,agotada
1774232100000,long,67820.0,313.4904025068352,-1.50000000000002,True,H5,trend,18,0.25,6,1.25,1,1.5625,5,0,fresca
1774251000000,long,67760.0,334.5764230815429,3.471397464195562,True,H5,trend,22,0.25,7,1.5,2,1.875,6,1,fresca
1774461600000,long,70730.0,314.07765058303926,1.3798742432708535,True,H5,chop,58,0.25,39,2.0,19,1.5,19,12,agotada
1774620000000,long,66130.0,311.9145568931536,-1.2025391032770958,True,H5,chop,4,0.25,2,3.0,1,1.5,2,0,fresca
1774635300000,long,65550.0,328.21910454854554,7.934490211035054,True,H5,chop,6,0.25,2,1.25,1,1.5625,1,0,fresca
1774823400000,short,66360.0,221.28959148018967,2.8732077530557625,True,H5,trend,96,0.25,47,1.5,19,1.625,6,7,agotada
1774829700000,long,65820.0,367.66019804841824,4.565699503047548,True,H5,chop,7,0.25,4,1.25,5,1.0625,3,4,agotada
1774884600000,long,67490.0,302.52424416568385,-1.2587395873157508,True,H5,chop,91,0.25,47,1.5,19,1.875,6,2,agotada
1774921500000,short,67910.0,291.90400896784257,0.6871420101190716,True,H5,chop,23,0.25,7,10.75,3,3.4375,7,3,confirmada
1774949400000,long,66380.0,252.3735919136795,-1.2823985502060373,True,H5,chop,18,0.25,22,9.5,14,2.375,18,13,agotada
1775021400000,short,68570.0,252.3795582418066,-1.189005754878664,True,H5,chop,6,0.25,4,1.5,3,2.375,3,3,confirmada
1775055600000,short,68570.0,292.9284397838984,-1.3387129377197955,True,H5,chop,42,0.25,13,2.0,5,1.75,7,4,agotada
1775518200000,long,68480.0,251.95213145120096,1.8727998442367388,True,H5,chop,2,0.25,24,24.5,14,6.875,2,2,agotada
1775571300000,long,67850.0,274.5800904883532,8.082423202318878,True,H5,chop,3,0.25,10,2.25,11,1.5625,4,2,agotada
1775603700000,long,71420.0,511.0690542962081,-1.1314906836893215,True,H5,trend,96,0.25,47,1.25,19,1.8125,0,0,agotada
1775616300000,long,71270.0,361.20469072850824,5.902544461002724,True,H5,chop,90,0.25,46,1.75,19,1.6875,3,1,agotada
1775660400000,long,70830.0,356.40669748105233,1.1916135923926647,True,H5,chop,34,0.25,32,17.0,16,4.75,2,2,agotada
1775743200000,long,70770.0,206.65760248396745,-1.239557888592376,True,H5,chop,44,0.25,22,6.0,16,1.5,13,7,agotada
1775753100000,long,71910.0,320.0785229882394,0.6251462155506586,True,H5,chop,96,0.25,47,1.75,19,1.1875,4,3,agotada
1775836800000,long,72380.0,298.99872640897564,4.722011926203043,True,H5,chop,91,0.25,47,2.0,19,2.0,3,3,agotada
1775959200000,long,71600.0,297.16550715607264,-1.1321061234415142,True,H5,chop,2,0.25,7,40.0,10,10.5,6,7,agotada
1776033000000,long,70630.0,232.39438858268423,0.8853894346057642,True,H5,chop,14,0.25,4,6.5,2,1.625,4,1,fresca
1776087900000,long,70960.0,218.2668464215397,12.473140213832787,True,H5,trend,94,0.25,25,1.75,6,1.4375,10,3,agotada
1776098700000,short,72290.0,290.07030668950273,-1.493255961797707,True,H5,chop,4,0.25,11,1.75,11,1.1875,3,2,agotada
1776194100000,short,74230.0,359.39110240801085,0.8674341721645831,True,H5,chop,84,0.25,21,1.25,5,1.8125,2,1,agotada
1776239100000,long,73550.0,196.1175779212199,1.5237593473827862,True,H5,chop,3,0.25,16,9.75,13,2.9375,3,3,agotada
1776259800000,short,74350.0,224.29771971384605,-1.5000000000000262,True,H5,trend,72,0.25,37,1.5,10,1.375,16,6,agotada
1776352500000,short,74280.0,320.0471948401122,-1.2653971827327362,True,H5,chop,89,0.25,45,1.25,16,1.8125,20,7,agotada
1776422700000,long,75130.0,289.0280501244893,4.975519875611355,True,H5,chop,91,0.25,46,2.75,19,1.6875,5,5,agotada
1776440700000,long,77450.0,438.1553959738635,3.346214118469785,True,H5,chop,96,0.25,47,1.75,19,1.9375,1,0,agotada
1776618900000,long,75210.0,256.8335533295183,-1.1842127849834456,True,H5,chop,35,0.25,14,1.25,11,1.3125,9,7,agotada
1776774600000,short,76340.0,281.91636255102304,-1.5000000000000229,True,H5,trend,36,0.25,13,1.5,9,1.125,9,8,agotada
1776792600000,long,75250.0,365.8320671930395,-1.1685919295967468,True,H5,trend,7,0.25,26,2.5,14,1.375,9,10,agotada
1776957300000,long,78050.0,273.87315044766444,-1.3109259702869538,True,H5,chop,64,0.25,38,1.25,18,1.8125,9,6,agotada
1776968100000,short,77950.0,352.90239692602205,-1.2454081349300627,True,H5,chop,79,0.25,35,1.25,9,1.5625,10,4,agotada
1777239900000,long,77920.0,229.8552923300631,4.7872932125232674,True,H5,trend,95,0.25,47,1.75,19,1.4375,5,7,agotada
1777478400000,long,75860.0,268.2631843843837,-1.2144021604781203,True,H5,chop,12,0.25,7,21.0,3,6.0,6,3,confirmada
1777487400000,long,75100.0,343.14660057937516,7.532362344555667,True,H5,chop,2,0.25,0,0.0,0,0.0,0,0,virgen
1777510800000,short,76230.0,217.17985674630597,-1.3773887819108719,True,H5,chop,67,0.25,43,4.0,19,1.25,11,5,agotada
1777555800000,long,76120.0,202.4928730203178,17.862235067438522,True,H5,trend,91,0.25,35,1.5,12,1.375,9,6,agotada
1777639500000,short,77920.0,176.76198978286536,-1.2197897275811151,True,H5,chop,2,0.25,0,0.0,1,13.1875,0,1,fresca
1777844700000,long,78630.0,157.6199696048549,4.595769214464097,True,H5,chop,95,0.25,47,1.75,19,1.4375,2,2,agotada
1777860900000,short,79910.0,325.30884094423317,-1.2030734473858273,True,H5,chop,2,0.25,1,1.25,0,0.0,0,0,virgen
1777866300000,long,79960.0,354.9965904604471,2.6981847653221656,True,H5,chop,96,0.25,47,1.75,19,1.9375,1,0,agotada
1777952700000,short,80890.0,230.4960477077168,-1.2619223261668455,True,H5,chop,6,0.25,2,1.75,1,2.9375,1,1,fresca
1777990500000,long,81050.0,256.70108303904715,1.96606004523963,True,H5,chop,95,0.25,47,1.25,19,1.5625,2,1,agotada
1778067000000,short,82650.0,243.4358522966672,4.61476171984882,True,H5,chop,2,0.25,0,0.0,0,0.0,0,0,virgen
1778076900000,long,81380.0,299.4778078855113,0.4256368885601689,True,H5,chop,77,0.25,43,1.25,19,1.5625,8,5,agotada
1778167800000,long,79800.0,266.06658307681886,-1.2585127294028875,True,H5,chop,3,0.25,1,1.5,5,15.875,0,5,agotada
1778254200000,long,79650.0,278.12638239853925,4.0861013189208,True,H5,chop,73,0.25,20,1.5,6,1.875,12,4,agotada
1778470200000,long,80560.0,294.3974514279082,2.125801493391628,True,H5,chop,44,0.25,37,5.5,18,1.875,18,7,agotada
1778594400000,long,80410.0,203.5814163825174,-1.4999999999999782,True,H5,chop,12,0.25,11,2.0,13,1.5,10,11,agotada
1778779800000,long,81410.0,331.39642061789897,-1.216631874586002,True,H5,chop,96,0.25,47,1.5,19,1.375,1,3,agotada
1778853600000,long,78710.0,306.45413821169143,-1.3605841151814873,True,H5,trend,1,0.25,4,34.0,4,8.5,4,4,confirmada
1779061500000,long,77200.0,262.490893829506,-1.0974546128501246,True,H5,chop,1,0.25,0,0.0,0,0.0,0,0,virgen
1779068700000,long,76790.0,279.885746274823,-1.4270177694048798,True,H5,chop,6,0.25,2,1.75,1,1.4375,1,0,fresca
1779121800000,long,76210.0,300.4592063835919,1.4099571359838754,True,H5,chop,9,0.25,2,1.5,1,1.125,1,0,fresca
1779159600000,long,76580.0,217.20865100337375,1.3190258553147824,True,H5,chop,51,0.25,18,2.0,7,1.75,13,6,agotada
1779326100000,short,78100.0,180.20960729272238,1.5001493811353837,True,H5,chop,2,0.25,1,1.25,1,19.3125,0,1,fresca
1779361200000,long,77150.0,181.47386011174905,-1.499999999999975,True,H5,chop,32,0.25,34,12.0,17,3.75,16,7,agotada
1779572700000,long,76640.0,287.3374336796005,-1.2713440842588049,True,H5,chop,96,0.25,31,1.75,9,1.4375,5,2,agotada
1779633000000,long,76370.0,180.80146530371377,-1.2112778406619369,True,H5,chop,35,0.25,32,14.5,10,3.625,7,4,agotada
1779805800000,short,77940.0,330.1074912790045,14.861857023472451,True,H5,trend,6,0.25,4,21.5,2,5.625,4,2,fresca
1779920100000,long,74350.0,248.35498533867445,-1.3798826639806872,True,H5,chop,3,0.25,1,1.25,0,0.0,0,0,virgen
1779941700000,long,73020.0,303.3423036683214,0.5325527765587093,True,H5,chop,2,0.25,1,1.25,1,1.0625,0,0,fresca
1779979500000,long,72780.0,287.59676113811304,-1.500000000000008,True,H5,chop,17,0.25,4,1.75,1,2.6875,3,1,fresca
1780070400000,long,73770.0,297.0863108388743,-1.3321545053527524,True,H5,chop,96,0.25,36,2.0,9,2.0,0,0,agotada
1780271100000,long,73550.0,158.53052897054405,1.2211864526393446,True,H5,chop,38,0.25,26,1.75,16,1.9375,7,11,agotada
1780279200000,long,73230.0,205.2051895247913,1.4050958168327685,True,H5,chop,7,0.25,5,7.0,10,2.5,5,10,agotada
1780330500000,long,70830.0,316.12850761132023,0.7648808072259243,True,H5,chop,2,0.25,1,1.25,1,1.0625,0,0,fresca
1780366500000,long,70280.0,304.0436541070993,-1.180445158188752,True,H5,trend,1,0.25,0,0.0,0,0.0,0,0,virgen
1780394400000,long,69370.0,279.8142082499925,-1.5000000000000338,True,H5,chop,4,0.25,0,0.0,0,0.0,0,0,virgen
1780450200000,short,66990.0,396.6000096256331,-0.3790535358827331,True,H5,trend,93,0.25,47,1.5,19,1.375,4,2,agotada
1780466400000,short,67320.0,398.6819719261903,-1.3162137164932246,True,H5,chop,71,0.25,42,6.0,19,1.5,7,4,agotada
1780537500000,short,62790.0,483.52142415229775,-1.1002223212672118,True,H5,trend,96,0.25,47,1.75,19,1.4375,0,0,agotada
1780563600000,short,63600.0,421.47921105273537,0.6007056557859651,True,H5,chop,91,0.25,47,2.0,19,1.25,5,2,agotada
1780622100000,long,63280.0,336.3251522064513,-1.1327621936764087,True,H5,chop,53,0.25,19,1.25,6,1.3125,16,5,agotada
1780648200000,short,62800.0,500.61715173512727,0.7178716287297102,True,H5,chop,89,0.25,46,1.5,19,1.125,10,5,agotada
1780729200000,long,60740.0,428.2552862746564,0.9455383023718594,True,H5,chop,51,0.25,14,2.0,4,1.75,11,3,confirmada
1780877700000,long,63190.0,417.7976260862986,-1.257219281704711,True,H5,trend,96,0.25,47,1.25,19,1.0625,2,3,agotada
1780926300000,long,63440.0,363.6176429687804,0.8045685506258655,True,H5,chop,95,0.25,47,1.75,19,1.4375,4,3,agotada
1781133300000,long,61170.0,272.6122298451877,13.58593264672264,True,H5,chop,37,0.25,15,1.25,8,2.8125,14,8,agotada
1781275500000,long,63480.0,245.1577935613611,-1.4318602589294167,True,H5,trend,92,0.25,47,1.75,19,1.6875,12,5,agotada
1781544600000,long,66790.0,218.5954669735262,-1.4606254897184303,True,H5,chop,92,0.25,46,2.5,19,1.375,2,1,agotada
1736790300000,long,91640.0,678.9554687393137,0.6361659243062474,False,H21,chop,28,0.25,7,1.75,2,1.4375,3,1,fresca
1736864100000,long,96300.0,420.30444335758534,-1.286399541814005,False,H21,trend,93,0.25,47,1.25,19,1.5625,5,1,agotada
1736988300000,long,99710.0,387.66690080773907,-1.321506684579738,False,H21,chop,92,0.25,47,1.75,19,1.1875,2,1,agotada
1737136800000,long,104040.0,480.0587167905951,3.8627271383184216,False,H21,chop,91,0.25,47,2.0,19,1.5,1,0,agotada
1737673200000,long,103840.0,1020.6584541182391,-1.1271728064136166,False,H21,chop,78,0.25,31,2.0,15,1.75,14,8,agotada
1738566000000,long,93830.0,780.7116091020362,6.317433598397158,False,H21,chop,21,0.25,5,2.0,1,1.75,4,0,fresca
1738942200000,long,98270.0,556.7454696814303,1.0716888581205173,False,H21,chop,92,0.25,46,2.5,18,1.875,8,6,agotada
1740506400000,long,87240.0,724.525538244572,-1.1505122928643967,False,H21,chop,14,0.25,4,2.0,2,1.5,3,1,fresca
1740630600000,long,84700.0,512.5382482354279,0.601945320299872,False,H21,chop,40,0.25,10,1.5,3,1.125,6,2,confirmada
1740767400000,long,83700.0,721.7079257775958,1.1846447426482714,False,H21,chop,79,0.25,25,1.5,8,1.625,11,5,agotada
1741040100000,long,86050.0,867.9312369064437,0.3537554631182818,False,H21,chop,10,0.25,20,1.25,13,1.5625,9,5,agotada
1741065300000,long,83760.0,760.8680793385007,0.47020634682301027,False,H21,chop,15,0.25,4,1.25,2,1.3125,3,1,fresca
1741372200000,long,88100.0,871.7729947000862,0.4011795526200292,False,H21,chop,53,0.25,17,1.5,13,1.625,13,10,agotada
1741569300000,long,80820.0,640.286014798388,1.1694734582572304,False,H21,chop,10,0.5,3,1.25,1,1.3125,1,0,fresca
1741605300000,long,82090.0,573.2416295786829,0.5447041303731497,False,H21,chop,62,0.25,18,1.25,4,1.8125,12,3,confirmada
1741802400000,long,81780.0,584.6972413544227,1.348432905504502,False,H21,chop,30,0.25,32,2.0,14,1.5,7,9,agotada
1743696000000,long,81980.0,423.9384246939373,-1.2417214246950636,False,H21,chop,15,0.25,4,2.0,4,4.0,3,4,confirmada
1744028100000,long,76620.0,608.722581936562,-1.1573376819622947,False,H21,trend,26,0.25,8,1.25,2,1.0625,4,1,fresca
1744047000000,long,78310.0,961.6597689770335,-1.1017901581805039,False,H21,trend,75,0.25,20,1.5,5,1.375,7,2,agotada
1744214400000,long,77140.0,586.9121408797871,11.400049390876545,False,H21,trend,91,0.25,24,2.0,11,2.0,9,8,agotada
1744308900000,long,79230.0,555.7271443697384,0.7139077525475428,False,H21,chop,11,0.25,26,1.25,15,1.5625,4,7,agotada
1744596000000,long,84150.0,455.6785783020887,0.7374121423893429,False,H21,chop,55,0.25,30,2.0,17,1.5,12,6,agotada
1745282700000,long,87200.0,287.5061523365306,4.713049868050369,False,H21,chop,83,0.25,46,1.75,19,1.1875,13,6,agotada
1745351100000,long,91140.0,362.39679268547803,2.108848685819638,False,H21,chop,95,0.25,47,1.75,19,1.9375,2,0,agotada
1746727200000,long,100950.0,407.47044500497026,2.7252508256227537,False,H21,chop,96,0.25,47,2.0,19,1.5,2,1,agotada
1746785700000,long,103000.0,400.56686164582266,-1.3214194990344366,False,H21,chop,91,0.25,47,1.25,19,1.5625,3,2,agotada
1747037700000,long,104180.0,411.9654016409135,-1.3161066426483747,False,H21,chop,90,0.25,47,1.25,19,1.0625,14,8,agotada
1750638600000,long,100550.0,480.09610512646015,0.15345219086400702,False,H21,trend,44,0.25,12,1.5,4,1.125,4,2,confirmada
1752800400000,long,119780.0,475.447679186993,-1.3149137256407069,False,H21,trend,93,0.25,47,2.0,19,1.25,2,1,agotada
1756141200000,long,112180.0,420.7743678827919,-1.3332546150697562,False,H21,chop,53,0.25,15,2.0,7,1.25,5,5,agotada
1758703500000,long,112510.0,212.2594721305442,1.8004725505881192,False,H21,chop,91,0.25,46,1.75,13,1.1875,17,7,agotada
1758893400000,long,109050.0,335.3866555224246,1.0549825925011267,False,H21,chop,65,0.25,19,1.5,5,1.375,17,4,agotada
1759338900000,long,117240.0,332.0008874419518,-1.4414144827417812,False,H21,chop,94,0.25,47,1.25,19,1.3125,2,1,agotada
1760238000000,long,110040.0,543.2875530814413,16.26753631639926,False,H21,trend,19,0.25,7,2.0,4,1.75,5,3,confirmada
1760454900000,long,111130.0,566.9836284802058,0.8631414713774753,False,H21,chop,26,0.25,9,1.25,9,1.8125,5,6,agotada
1762308900000,long,101020.0,757.3854340182999,2.465419080075559,False,H21,chop,37,0.25,9,1.25,2,1.5625,5,1,fresca
1762317000000,long,101530.0,627.8221126936152,0.6798442446838285,False,H21,chop,44,0.25,11,1.5,3,1.125,3,2,confirmada
1762455600000,long,101630.0,591.3849219424798,-1.2148135593020049,False,H21,chop,16,0.25,22,2.0,7,1.75,13,5,agotada
1763490600000,long,93180.0,520.4517030385283,-1.223795982067092,False,H21,chop,96,0.25,29,1.5,7,1.625,6,1,agotada
1763752500000,long,84460.0,806.7630101771053,-1.130862469731752,False,H21,chop,45,0.25,12,1.25,3,1.8125,5,1,confirmada
1763759700000,long,84460.0,698.7254180861745,-1.1510965498996328,False,H21,trend,53,0.25,14,1.25,4,1.3125,6,2,confirmada
1764109800000,long,87050.0,407.9758140368792,0.8415378351381846,False,H21,chop,47,0.25,34,1.5,17,1.625,18,9,agotada
1764789300000,long,92540.0,476.12496804429446,3.4164874963009644,False,H21,chop,70,0.25,43,1.25,19,1.8125,12,4,agotada
1764819900000,long,93430.0,366.4994729391066,-1.3186566656247416,False,H21,chop,95,0.25,47,1.75,19,1.9375,6,2,agotada
1764947700000,long,90960.0,418.6602003473916,-1.2715806276919928,False,H21,chop,25,0.25,7,1.25,7,1.8125,5,5,agotada
1764962100000,long,89030.0,511.38281577647496,0.5827589576199754,False,H21,chop,13,0.25,3,1.25,1,19.8125,2,1,fresca
1765873800000,long,86160.0,268.788345150186,1.3727033679994398,False,H21,chop,64,0.25,16,1.5,4,1.125,6,3,confirmada
1766094300000,long,85250.0,603.2800068677246,4.1673054878555,False,H21,chop,12,0.25,4,1.75,6,1.4375,2,5,agotada
1767016800000,long,87300.0,263.3607466120683,2.0997972316704177,False,H21,chop,28,0.25,17,2.0,12,1.5,11,7,agotada
1768229100000,long,90620.0,287.8016011518498,6.5800653149741475,False,H21,chop,60,0.25,40,1.75,18,1.6875,12,7,agotada
1768869900000,long,92670.0,227.62855028991268,-1.4999999999999831,False,H21,chop,68,0.25,21,1.75,6,1.1875,12,4,agotada
1769438700000,long,87810.0,270.9786104653319,1.2097126390790465,False,H21,chop,91,0.25,22,1.75,5,1.6875,1,1,agotada
1769783400000,long,82760.0,372.41364033349527,-1.2777825213581355,False,H21,trend,51,0.25,13,1.5,3,1.625,6,2,confirmada
1769798700000,long,83050.0,619.5785639314115,-1.1675534081445298,False,H21,trend,69,0.25,17,1.75,4,1.6875,4,1,confirmada
1769895000000,long,77760.0,739.4200169589578,-1.1314543801502146,False,H21,trend,13,0.25,3,1.5,1,1.375,2,0,fresca
1770237000000,long,73500.0,675.1705652294173,-1.136076725988168,False,H21,chop,18,0.25,6,1.5,2,1.125,5,1,fresca
1770480000000,long,69000.0,548.5345213837027,-1.1572371412147975,False,H21,trend,39,0.25,34,2.0,10,2.0,4,2,agotada
1770653700000,long,69150.0,522.9789980408141,0.49924327932499835,False,H21,chop,25,0.25,21,1.25,11,1.0625,16,9,agotada
1772578800000,long,68270.0,399.98469427449055,-1.2133519137645745,True,H21,trend,83,0.25,37,2.0,17,1.75,8,4,agotada
1772635500000,long,71290.0,452.98934888771373,3.2395298114697013,True,H21,chop,95,0.25,47,1.75,19,1.6875,3,1,agotada
1773033300000,long,67120.0,353.6535159325815,0.734739855895768,True,H21,chop,82,0.25,31,1.25,9,1.3125,17,8,agotada
1773044100000,long,67380.0,328.7009602014565,17.143064210135098,True,H21,trend,88,0.25,38,1.25,12,1.0625,8,6,agotada
1773242100000,long,70080.0,458.32119978022695,-1.1911323326130334,True,H21,chop,82,0.25,40,1.25,18,1.8125,12,5,agotada
1773714600000,long,75120.0,413.05966368610234,-1.227327934085956,True,H21,chop,93,0.25,47,1.5,19,1.625,2,0,agotada
1773762300000,long,73800.0,356.9197284355701,0.7360852102092659,True,H21,chop,50,0.25,38,1.75,18,1.9375,19,7,agotada
1775108700000,long,66540.0,259.0339226819167,-1.3210969402727017,True,H21,chop,14,0.25,12,1.75,8,1.4375,9,7,agotada
1776823200000,long,76210.0,270.40221702666327,12.787947615636387,True,H21,trend,95,0.25,47,2.0,19,1.5,9,4,agotada
1777555800000,long,76090.0,202.4928730203178,17.033788803951563,True,H21,trend,90,0.25,34,1.5,11,1.375,13,7,agotada
1777897800000,long,78910.0,273.31252057703324,-1.360896382616307,True,H21,chop,64,0.25,39,1.5,18,1.125,6,4,agotada
1777990500000,long,81050.0,256.70108303904715,1.55189417960524,True,H21,chop,95,0.25,47,1.25,19,1.5625,2,1,agotada
1779799500000,long,77060.0,177.57380292141758,-1.500000000000015,True,H21,chop,70,0.25,39,1.75,18,1.1875,16,9,agotada
1780470000000,long,66940.0,376.19979175822345,-1.2224217073830235,True,H21,chop,43,0.25,12,2.0,4,1.75,6,3,confirmada
1780599600000,long,63650.0,439.5203268311026,0.6816190250554373,True,H21,chop,61,0.25,16,2.0,4,1.75,9,3,confirmada
1780926300000,long,63440.0,363.6176429687804,0.7397880856487877,True,H21,chop,95,0.25,47,1.75,19,1.4375,4,3,agotada
1781275500000,long,63460.0,245.1577935613611,-0.7915050177420899,True,H21,trend,88,0.25,47,1.75,19,1.6875,12,5,agotada
1736366400000,short,94270.0,640.2934905832494,-1.184036698378207,False,H21s,trend,95,0.25,47,2.0,19,2.0,2,0,agotada
1736460000000,short,92170.0,539.6919882568282,-1.2134782477911732,False,H21s,trend,95,0.25,47,2.0,19,1.5,4,2,agotada
1737217800000,short,104070.0,449.6623604302943,-1.2893003983600348,False,H21s,trend,59,0.25,18,1.5,6,1.125,6,3,agotada
1737322200000,short,105250.0,567.0025755273746,5.481610014898703,False,H21s,trend,62,0.25,20,1.5,8,1.375,16,7,agotada
1737408600000,short,103760.0,1036.9429837900038,0.3528609310121571,False,H21s,chop,65,0.25,40,1.5,18,1.375,7,9,agotada
1738541700000,short,97370.0,772.8760302554466,6.5531604466453865,False,H21s,trend,95,0.25,47,1.25,19,1.0625,6,2,agotada
1738556100000,short,94000.0,1008.6812264522556,-1.116488734913084,False,H21s,trend,96,0.25,47,1.25,19,1.0625,3,1,agotada
1738682100000,short,99250.0,595.3093842618214,-1.2084000408524294,False,H21s,chop,76,0.25,22,1.25,15,1.8125,11,7,agotada
1738699200000,short,99310.0,728.2906281511029,0.5406609629532109,False,H21s,trend,82,0.25,24,2.0,15,2.0,13,9,agotada
1738767600000,short,98330.0,421.00918236988275,1.0229794694159564,False,H21s,chop,62,0.25,42,2.0,16,1.75,15,9,agotada
1740415500000,short,94900.0,433.0373527964108,-1.2739371078128954,False,H21s,chop,94,0.25,47,1.75,19,1.1875,2,1,agotada
1740428100000,short,94440.0,428.4606999540679,2.562689335998362,False,H21s,chop,95,0.25,47,1.25,19,1.0625,2,2,agotada
1740510000000,short,87240.0,704.7337801385681,0.4882789449925506,False,H21s,chop,96,0.25,47,2.0,19,1.75,4,2,agotada
1740585600000,short,87680.0,636.7758738875352,7.882251374842391,False,H21s,trend,87,0.25,47,2.0,19,2.0,9,3,agotada
1740722400000,short,80360.0,844.3575014040507,-1.118966195992769,False,H21s,trend,94,0.75,47,2.0,19,1.5,2,1,agotada
1740781800000,short,84280.0,533.6790710028156,-1.1974032817176814,False,H21s,chop,37,0.25,34,1.5,17,1.625,12,8,agotada
1740995100000,short,92000.0,508.4984009590404,-1.2261560700743719,False,H21s,chop,69,0.25,17,1.75,4,1.4375,4,1,confirmada
1741185000000,short,89780.0,615.8219136849034,-0.8222687110997907,False,H21s,trend,17,0.25,8,1.5,8,1.625,3,3,agotada
1741317300000,short,87570.0,919.8005671306522,0.32452188804125814,False,H21s,chop,93,0.25,46,1.25,14,1.8125,4,3,agotada
1741362300000,short,89150.0,824.1893291888289,3.5764208686949877,False,H21s,chop,55,0.25,40,1.75,13,1.9375,13,7,agotada
1741545900000,short,82910.0,562.0501847540718,0.6731301348690119,False,H21s,chop,95,0.25,47,1.75,19,1.6875,2,0,agotada
1741797000000,short,82140.0,582.7670565126612,-1.1761853194214849,False,H21s,trend,77,0.25,24,1.5,15,1.125,8,9,agotada
1742433300000,short,86260.0,422.67043548759125,0.7902157456270285,False,H21s,chop,11,0.25,3,1.25,1,1.3125,1,0,fresca
1743374700000,short,82530.0,273.97499178035514,4.225449529087153,False,H21s,chop,94,0.25,47,1.75,19,1.6875,10,5,agotada
1743442200000,short,83330.0,421.2035537451673,-1.2472972962213396,False,H21s,trend,15,0.25,16,1.5,11,1.375,12,6,agotada
1743732900000,short,83030.0,299.7034444245911,-1.3463006579696248,False,H21s,chop,58,0.25,39,1.25,18,1.5625,8,6,agotada
1743975000000,short,79340.0,520.1785976081364,2.231054241760554,False,H21s,chop,96,0.25,47,1.5,19,1.375,3,1,agotada
1743994800000,short,78400.0,592.8025049754722,4.256026718827514,False,H21s,trend,94,0.25,47,2.0,19,1.75,3,1,agotada
1744382700000,short,82200.0,505.15536917514936,0.6930260563299222,False,H21s,chop,22,0.25,23,1.75,7,1.6875,13,5,agotada
1744572600000,short,84470.0,384.7512432520168,-0.47761367438407343,False,H21s,trend,85,0.25,29,1.5,8,1.875,6,3,agotada
1746781200000,short,103090.0,413.88405786751383,0.8485599046172579,False,H21s,chop,38,0.25,11,2.0,3,1.25,8,2,confirmada
1747067400000,short,102950.0,470.546800046374,0.8207818010066514,False,H21s,chop,96,0.25,47,1.5,19,1.125,2,2,agotada
1748569500000,short,105830.0,394.81593876184286,-1.3350611943754283,False,H21s,chop,95,0.25,47,1.75,19,1.4375,2,1,agotada
1750135500000,short,107310.0,342.669668112006,6.3729415037869925,False,H21s,chop,69,0.25,19,1.75,6,1.1875,9,4,agotada
1750269600000,short,104510.0,395.2870611615318,1.2587128837575208,False,H21s,chop,91,0.25,47,2.0,19,1.5,12,5,agotada
1750626900000,short,99360.0,497.4838788544483,-1.2496563311478437,False,H21s,chop,92,0.25,47,1.25,19,1.3125,5,2,agotada
1752606900000,short,117090.0,526.6746523052025,-1.2778992673358887,False,H21s,chop,92,0.25,47,1.25,19,1.8125,10,3,agotada
1752848100000,short,119060.0,401.4655710462665,2.25317252153775,False,H21s,trend,94,0.25,38,1.25,13,1.5625,17,10,agotada
1753672500000,short,119370.0,255.73718763790382,-1.5000000000000195,False,H21s,chop,41,0.25,11,1.25,2,1.8125,6,1,fresca
1758581100000,short,112600.0,231.73687069430775,-1.5000000000000173,False,H21s,chop,94,0.25,47,1.75,19,1.6875,6,3,agotada
1759278600000,short,114010.0,247.48531871898382,-1.5000000000000018,False,H21s,chop,55,0.25,25,1.5,8,1.125,7,4,agotada
1759521600000,short,122600.0,542.8418466212429,0.7563743827456895,False,H21s,chop,16,0.25,4,2.0,1,2.0,3,0,fresca
1760032800000,short,120950.0,536.5315541239703,-1.2817867818545274,False,H21s,chop,93,0.25,47,2.0,19,1.5,1,1,agotada
1760137200000,short,113630.0,1941.1070535737485,1.8626078573788662,False,H21s,chop,93,0.25,47,2.0,19,1.75,2,0,agotada
1760359500000,short,114740.0,401.7485469371083,-1.3570019134940423,False,H21s,chop,67,0.25,18,1.75,9,1.1875,6,5,agotada
1760564700000,short,111120.0,505.7194307887978,0.9531174217454712,False,H21s,chop,92,0.25,47,1.75,19,1.4375,11,4,agotada
1760712300000,short,105550.0,714.2339454909268,-1.1847258882512421,False,H21s,chop,90,0.25,46,1.75,19,1.6875,5,1,agotada
1761804000000,short,110230.0,575.2194612337455,-1.2395390095190284,False,H21s,chop,92,0.25,47,2.0,19,1.5,4,3,agotada
1762284600000,short,101320.0,673.5743977776774,2.547162331279134,False,H21s,chop,95,0.25,47,1.5,19,1.875,2,0,agotada
1762302600000,short,101020.0,662.7961782097531,-1.1905186000635593,False,H21s,trend,91,0.25,47,1.5,19,1.125,5,2,agotada
