market_slug,timestamp_ms,seconds_till_end,oracle_btc_price,binance_btc_price,lag,binance_ret1s_x100,binance_ret5s_x100,binance_volume_1s,binance_volume_5s,binance_atr_5s,binance_atr_30s,binance_rvol_30s,binance_volma_30s,binance_volume_spike,binance_vwap_30s,binance_p_vwap_5s,binance_p_vwap_30s,lat_dir_raw_x1000,lat_dir_norm_x1000,up_bid_1_price,up_bid_1_size,up_bid_2_price,up_bid_2_size,up_bid_3_price,up_bid_3_size,up_bid_4_price,up_bid_4_size,up_bid_5_price,up_bid_5_size,up_ask_1_price,up_ask_1_size,up_ask_2_price,up_ask_2_size,up_ask_3_price,up_ask_3_size,up_ask_4_price,up_ask_4_size,up_ask_5_price,up_ask_5_size,down_bid_1_price,down_bid_1_size,down_bid_2_price,down_bid_2_size,down_bid_3_price,down_bid_3_size,down_bid_4_price,down_bid_4_size,down_bid_5_price,down_bid_5_size,down_ask_1_price,down_ask_1_size,down_ask_2_price,down_ask_2_size,down_ask_3_price,down_ask_3_size,down_ask_4_price,down_ask_4_size,down_ask_5_price,down_ask_5_size,pm_up_bid_depth5,pm_up_ask_depth5,pm_up_total_depth5,pm_down_bid_depth5,pm_down_ask_depth5,pm_down_total_depth5,pm_up_spread,pm_down_spread,pm_up_imbalance,pm_down_imbalance,pm_up_microprice,pm_down_microprice,pm_up_bid_slope,pm_up_ask_slope,pm_down_bid_slope,pm_down_ask_slope,pm_up_bid_eatflow,pm_up_ask_eatflow,pm_down_bid_eatflow,pm_down_ask_eatflow
btc-updown-5m-1780094100,1780094112000,288,73400.91,73500.00,99.09,-0.0000,-0.0000,0.0336,0.2621,0.0060,1.2403,0.006507,1.3322,0.0252,73511.55,-0.0000,-0.0157,-0.0135,-0.0000,0.6600,136.64,0.6500,383.76,0.6400,131.00,0.6300,61.00,0.6200,66.00,0.6700,5.00,0.6800,68.55,0.6900,31.19,0.7000,149.00,0.7100,26.00,0.3300,5.00,0.3200,68.55,0.3100,31.19,0.3000,149.00,0.2900,26.00,0.3400,136.64,0.3500,383.76,0.3600,131.00,0.3700,61.00,0.3800,66.00,778.40,279.74,1058.14,279.74,778.40,1058.14,0.0100,0.0100,0.4713,-0.4713,0.6696,0.3304,0.6686,0.2629,0.2629,0.6686,160.2054,-37.4947,-37.4847,160.1627
btc-updown-5m-1780094100,1780094113000,287,73401.00,73500.00,99.00,0.0000,-0.0000,0.4533,0.5711,0.0060,1.2403,0.006507,1.3468,0.3366,73511.42,-0.0000,-0.0155,0.0000,0.0000,0.6500,132.03,0.6400,131.00,0.6300,61.00,0.6200,66.00,0.6100,100.92,0.6600,95.77,0.6700,72.66,0.6800,99.86,0.6900,26.00,0.7000,179.00,0.3400,95.77,0.3300,72.66,0.3200,99.86,0.3100,26.00,0.3000,179.00,0.3500,132.03,0.3600,131.00,0.3700,61.00,0.3800,66.00,0.3900,100.92,490.95,473.29,964.24,473.29,490.95,964.24,0.0100,0.0100,0.0183,-0.0183,0.6558,0.3442,0.5358,0.3559,0.3559,0.5358,-20.8429,5.6781,5.6781,-20.8429
btc-updown-5m-1780094100,1780094114000,286,73400.99,73499.71,98.72,-0.0004,-0.0004,0.0083,0.4982,0.0620,1.2500,0.006504,1.3444,0.0062,73511.37,-0.0004,-0.0159,-0.3895,-0.0000,0.5100,59.03,0.5000,40.00,0.4900,61.51,0.4800,40.00,0.4700,40.00,0.5200,69.36,0.5300,41.00,0.5400,76.00,0.5500,108.92,0.5600,106.00,0.4800,69.36,0.4700,41.00,0.4600,76.00,0.4500,108.92,0.4400,106.00,0.4900,59.03,0.5000,40.00,0.5100,61.51,0.5200,40.00,0.5300,40.00,240.54,401.28,641.82,401.28,240.54,641.82,0.0100,0.0100,-0.2504,0.2504,0.5146,0.4854,0.4117,0.2750,0.2750,0.4117,-354.6669,9.8142,9.8079,-354.4398
btc-updown-5m-1780094100,1780094115000,285,73400.95,73499.71,98.76,0.0000,-0.0004,0.0000,0.4982,0.0620,1.2500,0.006504,1.3411,0.0000,73511.31,-0.0004,-0.0158,0.0000,0.0000,0.5400,54.69,0.5300,50.00,0.5200,45.00,0.5100,62.70,0.5000,48.00,0.5600,37.76,0.5700,306.00,0.5800,56.00,0.5900,56.00,0.6000,106.00,0.4400,37.76,0.4300,306.00,0.4200,56.00,0.4100,56.00,0.4000,106.00,0.4600,54.69,0.4700,50.00,0.4800,45.00,0.4900,62.70,0.5000,48.00,260.39,561.76,822.15,561.76,260.39,822.15,0.0200,0.0200,-0.3666,0.3666,0.5518,0.4482,0.4021,0.6119,0.6119,0.4021,-200.1941,45.4008,45.4008,-200.1941
btc-updown-5m-1780094100,1780094116000,284,73400.28,73499.72,99.44,0.0000,-0.0004,0.0006,0.4959,0.0640,1.2500,0.006504,1.3411,0.0005,73511.31,-0.0004,-0.0158,0.0135,0.0000,0.5600,6.63,0.5500,10.00,0.5400,26.00,0.5300,66.00,0.5200,61.00,0.5700,5.28,0.5800,116.00,0.5900,80.20,0.6000,56.00,0.6100,71.00,0.4300,5.28,0.4200,116.00,0.4100,80.20,0.4000,56.00,0.3900,71.00,0.4400,6.63,0.4500,10.00,0.4600,26.00,0.4700,66.00,0.4800,61.00,169.63,328.48,498.11,328.48,169.63,498.11,0.0100,0.0100,-0.3189,0.3189,0.5656,0.4344,0.0980,0.3692,0.3692,0.0980,-99.1900,-54.7706,-54.7902,-99.2255
btc-updown-5m-1780094100,1780094117000,283,73399.68,73494.59,94.91,-0.0070,-0.0074,0.1867,0.6489,1.0880,1.4207,0.006564,1.3471,0.1386,73511.23,-0.0053,-0.0226,-6.6244,-0.0001,0.4900,83.06,0.4800,40.00,0.4700,50.31,0.4600,48.00,0.4500,56.00,0.5000,114.22,0.5100,46.00,0.5200,271.00,0.5300,110.87,0.5400,96.00,0.5000,114.22,0.4900,46.00,0.4800,271.00,0.4700,110.87,0.4600,96.00,0.5100,83.06,0.5200,40.00,0.5300,50.31,0.5400,48.00,0.5500,56.00,277.37,638.09,915.46,638.09,277.37,915.46,0.0100,0.0100,-0.3940,0.3940,0.4942,0.5058,0.4437,0.2511,0.2511,0.4437,-119.9430,1.3855,1.3855,-119.9430
btc-updown-5m-1780094100,1780094118000,282,73398.80,73494.02,95.22,-0.0008,-0.0081,0.0006,0.1962,1.2000,1.4397,0.006558,1.3471,0.0004,73511.23,-0.0060,-0.0234,-0.7385,-0.0000,0.4900,231.15,0.4800,111.00,0.4700,131.31,0.4600,121.00,0.4500,116.00,0.5000,123.82,0.5100,16.00,0.5200,186.00,0.5300,121.51,0.5400,96.00,0.5000,123.82,0.4900,16.00,0.4800,186.00,0.4700,121.51,0.4600,96.00,0.5100,231.15,0.5200,111.00,0.5300,131.31,0.5400,121.00,0.5500,116.00,710.46,543.33,1253.79,543.33,710.46,1253.79,0.0100,0.0100,0.1333,-0.1333,0.4965,0.5035,0.4816,0.2573,0.2573,0.4816,153.9483,0.0937,0.0937,153.9981
btc-updown-5m-1780094100,1780094119000,281,73392.61,73494.02,101.41,0.0000,-0.0077,0.6391,0.8270,1.1440,1.4397,0.006558,1.3677,0.4673,73510.97,-0.0003,-0.0231,0.0000,0.0000,0.5200,5.00,0.5100,60.00,0.5000,38.00,0.4900,36.00,0.4800,26.00,0.5300,21.12,0.5400,96.00,0.5500,96.00,0.5600,56.00,0.5700,68.00,0.4700,21.12,0.4600,96.00,0.4500,96.00,0.4400,56.00,0.4300,68.00,0.4800,5.00,0.4900,60.00,0.5000,38.00,0.5100,36.00,0.5200,26.00,165.00,337.12,502.12,337.12,165.00,502.12,0.0100,0.0100,-0.3428,0.3428,0.5219,0.4781,0.3939,0.3474,0.3474,0.3939,-6.8483,-42.5007,-42.5007,-6.8483
btc-updown-5m-1780094100,1780094120000,280,73391.52,73489.91,98.39,-0.0056,-0.0133,0.1759,1.0028,1.9660,1.5767,0.006579,1.3734,0.1281,73510.88,-0.0048,-0.0285,-5.5024,-0.0001,0.4100,30.00,0.4000,98.52,0.3900,111.00,0.3800,102.06,0.3700,111.00,0.4500,14.30,0.4600,56.00,0.4700,98.00,0.4800,88.00,0.4900,31.00,0.5500,14.30,0.5400,56.00,0.5300,98.00,0.5200,88.00,0.5100,31.00,0.5900,30.00,0.6000,98.52,0.6100,111.00,0.6200,102.06,0.6300,111.00,452.58,287.30,739.88,287.30,452.58,739.88,0.0400,0.0400,0.2234,-0.2234,0.4371,0.5629,0.2840,0.2447,0.2447,0.2840,87.3022,-12.8714,-12.8714,87.3022
btc-updown-5m-1780094100,1780094121000,279,73391.52,73489.91,98.39,0.0000,-0.0133,0.0009,1.0031,1.9660,1.5767,0.006579,1.3734,0.0006,73510.88,-0.0048,-0.0285,0.0000,0.0000,0.4400,4.73,0.4300,31.00,0.4200,18.00,0.4100,26.00,0.4000,26.00,0.4500,30.00,0.4600,49.00,0.4700,52.42,0.4800,58.45,0.4900,26.00,0.5500,30.00,0.5400,49.00,0.5300,52.42,0.5200,58.45,0.5100,26.00,0.5600,4.73,0.5700,31.00,0.5800,18.00,0.5900,26.00,0.6000,26.00,105.73,215.87,321.60,215.87,105.73,321.60,0.0100,0.0100,-0.3425,0.3425,0.4414,0.5586,0.3379,0.3660,0.3660,0.3379,-14.9033,-118.3462,-118.3748,-14.9069
